14	789	803
28	382	410
45	417	462
52	355	407
52	623	675
57	722	779
65	604	669
77	458	535
84	234	318
91	167	258
92	242	334
102	94	196
109	564	673
122	11	133
129	569	698
137	798	935
139	124	263
152	785	937
156	443	599
172	509	681
190	363	553
191	155	346
191	575	766
209	246	455
214	798	1012
226	321	547
227	492	719
229	524	753
231	566	797
240	397	637
248	212	460
276	405	681
294	110	404
298	185	483
301	730	1031
340	291	631
346	569	915
351	566	917
360	478	838
361	750	1111
366	436	802
378	487	865
381	625	1006
392	154	546
395	140	535
396	142	538
399	52	451
399	317	716
403	40	443
408	208	616
409	741	1150
411	210	621
413	570	983
431	631	1062
445	691	1136
447	197	644
449	696	1145
471	755	1226
481	275	756
504	432	936
512	272	784
514	530	1044
519	610	1129
526	653	1179
532	367	899
533	791	1324
536	494	1030
537	49	586
538	744	1282
540	273	813
559	677	1236
574	688	1262
584	573	1157
587	111	698
609	406	1015
620	17	637
630	313	943
640	748	1388
648	73	721
650	348	998
654	23	677
671	290	961
686	396	1082
701	236	937
735	472	1207
740	90	830
743	416	1159
745	127	872
745	538	1283
749	213	962
762	181	943
766	580	1346
777	354	1131
778	225	1003
778	506	1284
787	185	972
795	201	996
795	291	1086
810	58	868
811	330	1141
812	204	1016
812	393	1205
825	168	993
830	430	1260
838	229	1067
844	411	1255
845	499	1344
847	485	1332
854	461	1315
858	289	1147
859	90	949
865	704	1569
867	179	1046
886	444	1330
889	307	1196
920	121	1041
930	531	1461
934	69	1003
950	783	1733
962	545	1507
970	623	1593
972	186	1158
980	534	1514
985	479	1464
986	521	1507
990	94	1084
991	270	1261
999	720	1719
1007	576	1583
1053	421	1474
1064	755	1819
1067	131	1198
1069	644	1713
1115	539	1654
1116	771	1887
1117	756	1873
1124	388	1512
1138	475	1613
1167	684	1851
1169	284	1453
1173	149	1322
1184	625	1809
1188	91	1279
1194	437	1631
1222	179	1401
1223	773	1996
1240	758	1998
1250	340	1590
1259	581	1840
1261	442	1703
1262	699	1961
1271	657	1928
1275	252	1527
1282	603	1885
1290	53	1343
1296	318	1614
1300	98	1398
1313	366	1679
1323	11	1334
1327	267	1594
1342	18	1360
1355	503	1858
1357	54	1411
1389	753	2142
1393	576	1969
1401	634	2035
1407	372	1779
1414	589	2003
1418	558	1976
1437	408	1845
1437	208	1645
1454	741	2195
1458	682	2140
1476	235	1711
1496	378	1874
1497	45	1542
1508	725	2233
1512	380	1892
1515	631	2146
1519	174	1693
1519	436	1955
1519	411	1930
1522	792	2314
1546	102	1648
1553	368	1921
1557	38	1595
1576	201	1777
1600	574	2174
1613	424	2037
1643	412	2055
1647	772	2419
1662	201	1863
1662	459	2121
1670	583	2253
1670	379	2049
1683	236	1919
1693	243	1936
1712	130	1842
1754	339	2093
1764	767	2531
1767	686	2453
1768	590	2358
1784	246	2030
1787	378	2165
1792	723	2515
1792	95	1887
1793	746	2539
1798	666	2464
1823	532	2355
1830	53	1883
1831	738	2569
1839	472	2311
1845	716	2561
1848	323	2171
1848	224	2072
1850	511	2361
1861	163	2024
1871	81	1952
1875	520	2395
1877	470	2347
1885	102	1987
1890	198	2088
1891	165	2056
1894	377	2271
1925	655	2580
1929	547	2476
1938	647	2585
1951	638	2589
1952	584	2536
1954	48	2002
1972	576	2548
1980	317	2297
1982	549	2531
1989	493	2482
1995	605	2600
2003	464	2467
2004	673	2677
2014	729	2743
2023	593	2616
2024	564	2588
2028	586	2614
2044	250	2294
2044	245	2289
2046	404	2450
2047	270	2317
2094	645	2739
2101	767	2868
2107	729	2836
2125	37	2162
2126	344	2470
2130	196	2326
2148	572	2720
2150	576	2726
2154	733	2887
2159	36	2195
2169	478	2647
2169	291	2460
2176	507	2683
2177	227	2404
2207	439	2646
2234	760	2994
2248	462	2710
2248	416	2664
2250	146	2396
2250	676	2926
2268	697	2965
2274	643	2917
2275	640	2915
2280	306	2586
2326	753	3079
2351	326	2677
2356	69	2425
2362	246	2608
2376	296	2672
2378	37	2415
2385	254	2639
2405	135	2540
2429	566	2995
2430	540	2970
2430	91	2521
2431	349	2780
2438	355	2793
2447	603	3050
2453	180	2633
